2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930550?from=list
2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930539?from=list
2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930559?from=list
2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930567?from=list
2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930576?from=list
2024-11-20,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930584?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930539?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930550?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930559?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930567?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930576?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930584?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930539?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930550?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930559?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930567?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930576?from=list
2024-11-21,28001,https://www.fotocasa.es/es/comprar/vivienda/obra-nueva/madrid-capital/20444442/183930584?from=list
